scifi,cosine_char32017-02-10.txt,cosine_char42017-02-10.txt,cosine_char62017-02-10.txt,cosine_char82017-02-10.txt,CovTestcosine&char2017-02-10.txt,CovTestcosine&rarewords2017-02-10.txt,CovTestcosine&words2017-02-10.txt,CovTestinter&char2017-02-10.txt,CovTestinter&rarewords2017-02-10.txt,CovTestinter&words2017-02-10.txt,CovTestmanh&char2017-02-10.txt,CovTestmanh&rarewords2017-02-10.txt,CovTestmanh&words2017-02-10.txt,CovTestWEKA&char2017-02-10.txt,CovTestWEKA&rarewords2017-02-10.txt,CovTestWEKA&Words2017-02-10.txt,inter_Char32017-02-10.txt,inter_Char42017-02-10.txt,inter_Char62017-02-10.txt,inter_Char82017-02-10.txt,manh_Char32017-02-10.txt,manh_Char42017-02-10.txt,manh_Char62017-02-10.txt,manh_Char82017-02-10.txt
cosine_char32017-02-10.txt,1.0,0.049861495844875425,0.0,0.0,-0.0027700831024929373,0.024930747922437713,0.04155124653739617,0.024930747922437713,0.011080332409972304,0.011080332409972304,-0.013850415512465242,0.01939058171745156,0.049861495844875425,-0.016620498614958512,-0.013850415512465242,-0.016620498614958512,0.024930747922437713,0.024930747922437713,0.024930747922437713,0.024930747922437713,0.0,0.0,0.0,0.049861495844875425
cosine_char42017-02-10.txt,0.049861495844875425,1.0,0.0,0.0,-0.0027700831024929373,0.024930747922437713,0.04155124653739617,0.024930747922437713,0.011080332409972304,0.011080332409972304,-0.013850415512465242,0.01939058171745156,0.049861495844875425,-0.016620498614958512,-0.013850415512465242,-0.016620498614958512,0.024930747922437713,0.024930747922437713,0.024930747922437713,0.024930747922437713,0.0,0.0,0.0,0.049861495844875425
cosine_char62017-02-10.txt,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosine_char82017-02-10.txt,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CovTestcosine&char2017-02-10.txt,-0.0027700831024929373,-0.0027700831024929373,0.0,0.0,1.0,-0.027700831024930705,0.04155124653739617,0.024930747922437713,0.011080332409972304,0.011080332409972304,-0.013850415512465242,0.01939058171745156,-0.0027700831024929373,-0.016620498614958512,-0.013850415512465242,-0.016620498614958512,0.024930747922437713,0.024930747922437713,0.024930747922437713,0.024930747922437713,0.0,0.0,0.0,-0.0027700831024929373
CovTestcosine&rarewords2017-02-10.txt,0.024930747922437713,0.024930747922437713,0.0,0.0,-0.027700831024930705,1.0,-0.05817174515235457,-0.1717451523545706,-0.047091412742382266,-0.047091412742382266,0.1246537396121884,0.03601108033240999,0.024930747922437713,0.09695290858725758,0.1246537396121884,0.149584487534626,-0.1717451523545706,-0.1717451523545706,-0.1717451523545706,-0.1717451523545706,0.0,0.0,0.0,0.024930747922437713
CovTestcosine&words2017-02-10.txt,0.04155124653739617,0.04155124653739617,0.0,0.0,0.04155124653739617,-0.05817174515235457,1.0,0.09972299168975068,0.04432132963988919,0.04432132963988919,-0.05540166204986152,0.024930747922437657,0.04155124653739617,-0.013850415512465464,-0.05540166204986152,-0.06648199445983388,0.09972299168975068,0.09972299168975068,0.09972299168975068,0.09972299168975068,0.0,0.0,0.0,0.04155124653739617
CovTestinter&char2017-02-10.txt,0.024930747922437713,0.024930747922437713,0.0,0.0,0.024930747922437713,-0.1717451523545706,0.09972299168975068,1.0,0.11080332409972299,0.11080332409972299,-0.1385041551246537,0.03601108033240999,0.024930747922437713,-0.11357340720221609,-0.1385041551246537,-0.1662049861495845,0.24930747922437674,0.24930747922437674,0.24930747922437674,0.24930747922437674,0.0,0.0,0.0,0.024930747922437713
CovTestinter&rarewords2017-02-10.txt,0.011080332409972304,0.011080332409972304,0.0,0.0,0.011080332409972304,-0.047091412742382266,0.04432132963988919,0.11080332409972299,1.0,0.16620498614958448,0.055401662049861494,0.1329639889196676,0.011080332409972304,0.0664819944598338,0.055401662049861494,0.01385041551246538,0.11080332409972299,0.11080332409972299,0.11080332409972299,0.11080332409972299,0.0,0.0,0.0,0.011080332409972304
CovTestinter&words2017-02-10.txt,0.011080332409972304,0.011080332409972304,0.0,0.0,0.011080332409972304,-0.047091412742382266,0.04432132963988919,0.11080332409972299,0.16620498614958448,1.0,0.055401662049861494,0.1329639889196676,0.011080332409972304,0.0664819944598338,0.055401662049861494,0.01385041551246538,0.11080332409972299,0.11080332409972299,0.11080332409972299,0.11080332409972299,0.0,0.0,0.0,0.011080332409972304
