Sci500,1732017-03-22.txt,1742017-03-22.txt,1752017-03-22.txt,1762017-03-22.txt,1772017-03-22.txt,1782017-03-22.txt,1792017-03-22.txt,1802017-03-22.txt,1812017-03-22.txt,1822017-03-22.txt,1832017-03-22.txt,1842017-03-22.txt
1732017-03-22.txt,0.9999999999999996,0.3999999999999999,-0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.2581988897471611,-0.3,-0.3,0.2581988897471611,0.2581988897471611,0.3999999999999999
1742017-03-22.txt,0.3999999999999999,0.9999999999999996,-0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.6454972243679028,-0.3999999999999999,0.29999999999999993,0.6454972243679028,-0.25819888974716104,0.3
1752017-03-22.txt,-0.9999999999999996,-0.3999999999999999,0.9999999999999996,-0.9999999999999996,-0.9999999999999996,-0.9999999999999996,-0.2581988897471611,0.3,0.3,-0.2581988897471611,-0.2581988897471611,-0.3999999999999999
1762017-03-22.txt,0.9999999999999996,0.3999999999999999,-0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.2581988897471611,-0.3,-0.3,0.2581988897471611,0.2581988897471611,0.3999999999999999
1772017-03-22.txt,0.9999999999999996,0.3999999999999999,-0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.2581988897471611,-0.3,-0.3,0.2581988897471611,0.2581988897471611,0.3999999999999999
1782017-03-22.txt,0.9999999999999996,0.3999999999999999,-0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.2581988897471611,-0.3,-0.3,0.2581988897471611,0.2581988897471611,0.3999999999999999
1792017-03-22.txt,0.2581988897471611,0.6454972243679028,-0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,1.0,-0.2581988897471611,-0.2581988897471611,1.0,-0.1666666666666666,0.6454972243679027
1802017-03-22.txt,-0.3,-0.3999999999999999,0.3,-0.3,-0.3,-0.3,-0.2581988897471611,0.9999999999999996,-0.3999999999999999,-0.2581988897471611,0.6454972243679027,0.29999999999999993
1812017-03-22.txt,-0.3,0.29999999999999993,0.3,-0.3,-0.3,-0.3,-0.2581988897471611,-0.3999999999999999,0.9999999999999996,-0.2581988897471611,-0.25819888974716104,-0.3999999999999999
1822017-03-22.txt,0.2581988897471611,0.6454972243679028,-0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,1.0,-0.2581988897471611,-0.2581988897471611,1.0,-0.1666666666666666,0.6454972243679027
1832017-03-22.txt,0.2581988897471611,-0.25819888974716104,-0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,-0.1666666666666666,0.6454972243679027,-0.25819888974716104,-0.1666666666666666,1.0,0.6454972243679027
1842017-03-22.txt,0.3999999999999999,0.3,-0.3999999999999999,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.6454972243679027,0.29999999999999993,-0.3999999999999999,0.6454972243679027,0.6454972243679027,0.9999999999999997
