Sci250,1492017-03-22.txt,1502017-03-22.txt,1512017-03-22.txt,1522017-03-22.txt,1532017-03-22.txt,1542017-03-22.txt,1552017-03-22.txt,1562017-03-22.txt,1572017-03-22.txt,1582017-03-22.txt,1592017-03-22.txt,1602017-03-22.txt
1492017-03-22.txt,0.9999999999999996,0.2581988897471611,-0.6454972243679028,0.9999999999999996,0.9999999999999996,0.9999999999999996,NaN,-0.6454972243679028,0.2581988897471611,0.2581988897471611,-0.6454972243679028,0.2581988897471611
1502017-03-22.txt,0.2581988897471611,1.0,-0.1666666666666666,0.2581988897471611,0.2581988897471611,0.2581988897471611,NaN,-0.1666666666666666,1.0,-0.16666666666666666,-0.1666666666666666,-0.1666666666666666
1512017-03-22.txt,-0.6454972243679028,-0.1666666666666666,1.0000000000000002,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,NaN,1.0000000000000002,-0.1666666666666666,-0.16666666666666666,1.0000000000000002,-0.1666666666666666
1522017-03-22.txt,0.9999999999999996,0.2581988897471611,-0.6454972243679028,0.9999999999999996,0.9999999999999996,0.9999999999999996,NaN,-0.6454972243679028,0.2581988897471611,0.2581988897471611,-0.6454972243679028,0.2581988897471611
1532017-03-22.txt,0.9999999999999996,0.2581988897471611,-0.6454972243679028,0.9999999999999996,0.9999999999999996,0.9999999999999996,NaN,-0.6454972243679028,0.2581988897471611,0.2581988897471611,-0.6454972243679028,0.2581988897471611
1542017-03-22.txt,0.9999999999999996,0.2581988897471611,-0.6454972243679028,0.9999999999999996,0.9999999999999996,0.9999999999999996,NaN,-0.6454972243679028,0.2581988897471611,0.2581988897471611,-0.6454972243679028,0.2581988897471611
1552017-03-22.txt,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1562017-03-22.txt,-0.6454972243679028,-0.1666666666666666,1.0000000000000002,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,NaN,1.0000000000000002,-0.1666666666666666,-0.16666666666666666,1.0000000000000002,-0.1666666666666666
1572017-03-22.txt,0.2581988897471611,1.0,-0.1666666666666666,0.2581988897471611,0.2581988897471611,0.2581988897471611,NaN,-0.1666666666666666,1.0,-0.16666666666666666,-0.1666666666666666,-0.1666666666666666
1582017-03-22.txt,0.2581988897471611,-0.16666666666666666,-0.16666666666666666,0.2581988897471611,0.2581988897471611,0.2581988897471611,NaN,-0.16666666666666666,-0.16666666666666666,1.0000000000000002,-0.16666666666666666,-0.16666666666666666
1592017-03-22.txt,-0.6454972243679028,-0.1666666666666666,1.0000000000000002,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,NaN,1.0000000000000002,-0.1666666666666666,-0.16666666666666666,1.0000000000000002,-0.1666666666666666
1602017-03-22.txt,0.2581988897471611,-0.1666666666666666,-0.1666666666666666,0.2581988897471611,0.2581988897471611,0.2581988897471611,NaN,-0.1666666666666666,-0.1666666666666666,-0.16666666666666666,-0.1666666666666666,1.0
