Mys10000,1372017-03-22.txt,1382017-03-22.txt,1392017-03-22.txt,1402017-03-22.txt,1412017-03-22.txt,1422017-03-22.txt,1432017-03-22.txt,1442017-03-22.txt,1452017-03-22.txt,1462017-03-22.txt,1472017-03-22.txt,1482017-03-22.txt
1372017-03-22.txt,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,-0.6454972243679028,-0.3,-0.3,0.2581988897471611,-0.3,-0.6454972243679028
1382017-03-22.txt,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,-0.6454972243679028,-0.3,-0.3,0.2581988897471611,-0.3,-0.6454972243679028
1392017-03-22.txt,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,-0.6454972243679028,-0.3,-0.3,0.2581988897471611,-0.3,-0.6454972243679028
1402017-03-22.txt,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,-0.6454972243679028,-0.3,-0.3,0.2581988897471611,-0.3,-0.6454972243679028
1412017-03-22.txt,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,-0.6454972243679028,-0.3,-0.3,0.2581988897471611,-0.3,-0.6454972243679028
1422017-03-22.txt,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,-0.6454972243679028,-0.3,-0.3,0.2581988897471611,-0.3,-0.6454972243679028
1432017-03-22.txt,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,1.0000000000000002,-0.2581988897471611,-0.2581988897471611,-0.16666666666666666,-0.2581988897471611,1.0000000000000002
1442017-03-22.txt,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.2581988897471611,0.9999999999999996,0.9999999999999996,-0.25819888974716104,0.9999999999999996,-0.2581988897471611
1452017-03-22.txt,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.2581988897471611,0.9999999999999996,0.9999999999999996,-0.25819888974716104,0.9999999999999996,-0.2581988897471611
1462017-03-22.txt,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,0.2581988897471611,-0.16666666666666666,-0.25819888974716104,-0.25819888974716104,0.9999999999999999,-0.25819888974716104,-0.16666666666666666
1472017-03-22.txt,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.2581988897471611,0.9999999999999996,0.9999999999999996,-0.25819888974716104,0.9999999999999996,-0.2581988897471611
1482017-03-22.txt,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,1.0000000000000002,-0.2581988897471611,-0.2581988897471611,-0.16666666666666666,-0.2581988897471611,1.0000000000000002
