Sci5000,1852017-03-22.txt,1862017-03-22.txt,1872017-03-22.txt,1882017-03-22.txt,1892017-03-22.txt,1902017-03-22.txt,1912017-03-22.txt,1922017-03-22.txt,1932017-03-22.txt,1942017-03-22.txt,1952017-03-22.txt,1962017-03-22.txt
1852017-03-22.txt,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,-0.6454972243679028,-0.3,-0.3,-0.6454972243679028,-0.3,-0.6454972243679028
1862017-03-22.txt,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,-0.6454972243679028,-0.3,-0.3,-0.6454972243679028,-0.3,-0.6454972243679028
1872017-03-22.txt,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,-0.6454972243679028,-0.3,-0.3,-0.6454972243679028,-0.3,-0.6454972243679028
1882017-03-22.txt,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,-0.6454972243679028,-0.3,-0.3,-0.6454972243679028,-0.3,-0.6454972243679028
1892017-03-22.txt,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,-0.6454972243679028,-0.3,-0.3,-0.6454972243679028,-0.3,-0.6454972243679028
1902017-03-22.txt,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,0.9999999999999996,-0.6454972243679028,-0.3,-0.3,-0.6454972243679028,-0.3,-0.6454972243679028
1912017-03-22.txt,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,1.0000000000000002,-0.2581988897471611,-0.2581988897471611,1.0000000000000002,-0.2581988897471611,1.0000000000000002
1922017-03-22.txt,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.2581988897471611,0.9999999999999996,0.9999999999999996,-0.2581988897471611,0.9999999999999996,-0.2581988897471611
1932017-03-22.txt,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.2581988897471611,0.9999999999999996,0.9999999999999996,-0.2581988897471611,0.9999999999999996,-0.2581988897471611
1942017-03-22.txt,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,1.0000000000000002,-0.2581988897471611,-0.2581988897471611,1.0000000000000002,-0.2581988897471611,1.0000000000000002
1952017-03-22.txt,-0.3,-0.3,-0.3,-0.3,-0.3,-0.3,-0.2581988897471611,0.9999999999999996,0.9999999999999996,-0.2581988897471611,0.9999999999999996,-0.2581988897471611
1962017-03-22.txt,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,-0.6454972243679028,1.0000000000000002,-0.2581988897471611,-0.2581988897471611,1.0000000000000002,-0.2581988897471611,1.0000000000000002
