Mys100,1132017-03-22.txt,1142017-03-22.txt,1152017-03-22.txt,1162017-03-22.txt,1172017-03-22.txt,1182017-03-22.txt,1192017-03-22.txt,1202017-03-22.txt,1212017-03-22.txt,1222017-03-22.txt,1232017-03-22.txt,1242017-03-22.txt
1132017-03-22.txt,0.9999999999999996,0.3999999999999999,0.7302967433402214,0.9999999999999996,0.7302967433402214,0.9999999999999996,NaN,-0.6454972243679028,NaN,-0.30000000000000004,-0.6454972243679028,-0.9999999999999996
1142017-03-22.txt,0.3999999999999999,0.9999999999999996,0.5477225575051662,0.3999999999999999,0.5477225575051661,0.3999999999999999,NaN,-0.2581988897471611,NaN,-0.39999999999999997,-0.2581988897471611,-0.3999999999999999
1152017-03-22.txt,0.7302967433402214,0.5477225575051662,1.0000000000000002,0.7302967433402214,0.4166666666666667,0.7302967433402214,NaN,-0.47140452079103157,NaN,-0.09128709291752768,-0.47140452079103157,-0.7302967433402214
1162017-03-22.txt,0.9999999999999996,0.3999999999999999,0.7302967433402214,0.9999999999999996,0.7302967433402214,0.9999999999999996,NaN,-0.6454972243679028,NaN,-0.30000000000000004,-0.6454972243679028,-0.9999999999999996
1172017-03-22.txt,0.7302967433402214,0.5477225575051661,0.4166666666666667,0.7302967433402214,1.0000000000000002,0.7302967433402214,NaN,-0.47140452079103157,NaN,-0.7302967433402215,-0.47140452079103157,-0.7302967433402214
1182017-03-22.txt,0.9999999999999996,0.3999999999999999,0.7302967433402214,0.9999999999999996,0.7302967433402214,0.9999999999999996,NaN,-0.6454972243679028,NaN,-0.30000000000000004,-0.6454972243679028,-0.9999999999999996
1192017-03-22.txt,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1202017-03-22.txt,-0.6454972243679028,-0.2581988897471611,-0.47140452079103157,-0.6454972243679028,-0.47140452079103157,-0.6454972243679028,NaN,1.0000000000000002,NaN,0.6454972243679028,1.0000000000000002,0.6454972243679028
1212017-03-22.txt,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1222017-03-22.txt,-0.30000000000000004,-0.39999999999999997,-0.09128709291752768,-0.30000000000000004,-0.7302967433402215,-0.30000000000000004,NaN,0.6454972243679028,NaN,1.0000000000000002,0.6454972243679028,0.30000000000000004
1232017-03-22.txt,-0.6454972243679028,-0.2581988897471611,-0.47140452079103157,-0.6454972243679028,-0.47140452079103157,-0.6454972243679028,NaN,1.0000000000000002,NaN,0.6454972243679028,1.0000000000000002,0.6454972243679028
1242017-03-22.txt,-0.9999999999999996,-0.3999999999999999,-0.7302967433402214,-0.9999999999999996,-0.7302967433402214,-0.9999999999999996,NaN,0.6454972243679028,NaN,0.30000000000000004,0.6454972243679028,0.9999999999999996
